chr1 start1 end1 chr2 start2 end2 bulk.IF1 bulk.IF2 D M adj.bulk.IF1 bulk.adj.IF2 adj.M mc A Z Difference.cluster
150 chr20 26000000 27000000 chr20 29000000 30000000 19 19 3 0 18.5279841849353 19.4840408107387 0.0725869831349878 -0.0725869831349872 19.006012497837 0.333880750030658 1
151 chr20 27000000 28000000 chr20 30000000 31000000 24 19 3 -0.337034987277571 23.4037694967603 19.4840408107387 -0.264448004142583 -0.0725869831349872 21.4439051537495 -1.18144328424572 1
152 chr20 28000000 29000000 chr20 31000000 32000000 20 17 3 -0.234465253637023 19.5031412473003 17.4330891464504 -0.161878270502035 -0.0725869831349872 18.4681151968753 -0.720285278573024 1
153 chr20 29000000 30000000 chr20 32000000 33000000 22 18 3 -0.289506617194985 21.4534553720303 18.4585649785946 -0.216919634059997 -0.0725869831349872 19.9560101753124 -0.967753654934893 1
154 chr20 30000000 31000000 chr20 33000000 34000000 20 16 3 -0.321928094887362 19.5031412473003 16.4076133143063 -0.249341111752375 -0.0725869831349872 17.9553772808033 -1.11352203575155 1
155 chr20 31000000 32000000 chr20 34000000 35000000 17 19 3 0.160464672193246 16.5776700602052 19.4840408107387 0.233051655328234 -0.0725869831349872 18.030855435472 1.05533692996859 1
156 chr20 32000000 33000000 chr20 35000000 36000000 23 19 3 -0.275634442613427 22.4286124343953 19.4840408107387 -0.20304745947844 -0.0725869831349872 20.956326622567 -0.905383751676749 1
157 chr20 33000000 34000000 chr20 36000000 37000000 20 22 3 0.137503523749935 19.5031412473003 22.5604683071711 0.210090506884923 -0.0725869831349872 21.0318047772357 0.952102602957664 1
158 chr20 34000000 35000000 chr20 37000000 38000000 19 18 3 -0.0780025120012732 18.5279841849353 18.4585649785946 -0.00541552886628518 -0.0725869831349872 18.4932745817649 -0.0168219533421407 1
159 chr20 35000000 36000000 chr20 38000000 39000000 15 17 3 0.180572245641821 14.6273559354752 17.4330891464504 0.253159228776808 -0.0725869831349872 16.0302225409628 1.14574145907615 1
160 chr20 36000000 37000000 chr20 39000000 40000000 20 18 3 -0.15200309344505 19.5031412473003 18.4585649785946 -0.0794161103100626 -0.0725869831349872 18.9808531129474 -0.349531802007888 1
161 chr20 37000000 38000000 chr20 40000000 41000000 14 19 3 0.440572591385981 13.6521988731102 19.4840408107387 0.513159574520969 -0.0725869831349872 16.5681198419244 2.31471437790794 0
162 chr20 38000000 39000000 chr20 41000000 42000000 21 19 3 -0.144389909335175 20.4782983096653 19.4840408107387 -0.0718029262001876 -0.0725869831349872 19.981169560202 -0.315302593484906 1
163 chr20 39000000 40000000 chr20 42000000 43000000 23 18 3 -0.3536369546147 22.4286124343953 18.4585649785946 -0.281049971479713 -0.0725869831349872 20.4435887064949 -1.25608645504955 1
164 chr20 40000000 41000000 chr20 43000000 44000000 18 19 3 0.0780025120012732 17.5528271225702 19.4840408107387 0.150589495136261 -0.0725869831349872 18.5184339666545 0.684583453403456 1
165 chr20 41000000 42000000 chr20 44000000 45000000 14 20 3 0.514573172829758 13.6521988731102 20.5095166428829 0.587160155964746 -0.0725869831349872 17.0808577579965 2.64742422657369 0
166 chr20 42000000 43000000 chr20 45000000 46000000 18 25 3 0.473931188332412 17.5528271225702 25.6368958036036 0.5465181714674 -0.0725869831349872 21.5948614630869 2.46469608785141 0
167 chr20 43000000 44000000 chr20 46000000 47000000 20 23 3 0.20163386116965 19.5031412473003 23.5859441393153 0.274220844304638 -0.0725869831349872 21.5445426933078 1.24043540307232 1
168 chr20 44000000 45000000 chr20 47000000 48000000 18 16 3 -0.169925001442312 17.5528271225702 16.4076133143063 -0.0973380183073243 -0.0725869831349872 16.9802202184383 -0.430109483713007 1
169 chr20 45000000 46000000 chr20 48000000 49000000 17 14 3 -0.280107919192735 16.5776700602052 14.356661650018 -0.207520936057747 -0.0725869831349872 15.4671658551116 -0.925496697908692 1
170 chr20 46000000 47000000 chr20 49000000 50000000 19 23 3 0.275634442613427 18.5279841849353 23.5859441393153 0.348221425748416 -0.0725869831349872 21.0569641621253 1.57314525173807 1
171 chr20 47000000 48000000 chr20 50000000 51000000 19 17 3 -0.160464672193246 18.5279841849353 17.4330891464504 -0.0878776890582582 -0.0725869831349872 17.9805366656928 -0.387575429907277 1
172 chr20 48000000 49000000 chr20 51000000 52000000 20 14 3 -0.514573172829758 19.5031412473003 14.356661650018 -0.441986189694771 -0.0725869831349872 16.9299014486591 -1.97966272651237 0
173 chr20 49000000 50000000 chr20 52000000 53000000 15 17 3 0.180572245641821 14.6273559354752 17.4330891464504 0.253159228776808 -0.0725869831349872 16.0302225409628 1.14574145907615 1
174 chr20 50000000 51000000 chr20 53000000 54000000 16 14 3 -0.192645077942396 15.6025129978402 14.356661650018 -0.120058094807409 -0.0725869831349872 14.9795873239291 -0.532259940730165 1
175 chr20 51000000 52000000 chr20 54000000 55000000 22 22 3 0 21.4534553720303 22.5604683071711 0.0725869831349878 -0.0725869831349872 22.0069618396007 0.333880750030658 1
176 chr20 52000000 53000000 chr20 55000000 56000000 14 15 3 0.0995356735509144 13.6521988731102 15.3821374821621 0.172122656685902 -0.0725869831349872 14.5171681776362 0.781397488924504 1
177 chr20 53000000 54000000 chr20 56000000 57000000 16 17 3 0.0874628412503394 15.6025129978402 17.4330891464504 0.160049824385327 -0.0725869831349872 16.5178010721453 0.727117507209186 1
178 chr20 54000000 55000000 chr20 57000000 58000000 17 17 3 0 16.5776700602052 17.4330891464504 0.0725869831349881 -0.0725869831349872 17.0053796033278 0.333880750030659 1
179 chr20 55000000 56000000 chr20 58000000 59000000 13 17 3 0.387023123109247 12.6770418107452 17.4330891464504 0.459610106244234 -0.0725869831349872 15.0550654785978 2.07395362793978 0
180 chr20 56000000 57000000 chr20 59000000 60000000 20 15 3 -0.415037499278844 19.5031412473003 15.3821374821621 -0.342450516143856 -0.0725869831349872 17.4426393647312 -1.53214598761852 1
181 chr20 57000000 58000000 chr20 60000000 61000000 15 18 3 0.263034405833794 14.6273559354752 18.4585649785946 0.335621388968781 -0.0725869831349872 16.5429604570349 1.51649493564129 1
182 chr20 58000000 59000000 chr20 61000000 62000000 19 16 3 -0.247927513443586 18.5279841849353 16.4076133143063 -0.175340530308597 -0.0725869831349872 17.4677987496208 -0.780812187085805 1
183 chr20 59000000 60000000 chr20 62000000 63000000 22 14 3 -0.652076696579693 21.4534553720303 14.356661650018 -0.579489713444706 -0.0725869831349872 17.9050585110241 -2.59788457943938 0
184 chr20 1000000 2000000 chr20 5000000 6000000 17 18 4 0.082462160191973 16.6601514195486 18.3671800029949 0.140728626872463 -0.0582664666804886 17.5136657112717 0.640248558680315 1
185 chr20 2000000 3000000 chr20 6000000 7000000 17 15 4 -0.180572245641821 16.6601514195486 15.3059833358291 -0.122305778961331 -0.0582664666804886 15.9830673776888 -0.542365626930321 1
186 chr20 3000000 4000000 chr20 7000000 8000000 15 16 4 0.0931094043914815 14.700133605484 16.3263822248844 0.15137587107197 -0.0582664666804886 15.5132579151842 0.688119033982145 1
187 chr20 4000000 5000000 chr20 8000000 9000000 18 15 4 -0.263034405833794 17.6401603265808 15.3059833358291 -0.204767939153304 -0.0582664666804886 16.473071831205 -0.913119103495459 1
188 chr20 5000000 6000000 chr20 9000000 10000000 13 17 4 0.387023123109247 12.7401157914195 17.3467811139397 0.445289589789736 -0.0582664666804886 15.0434484526796 2.0095679600243 0
189 chr20 6000000 7000000 chr20 10000000 11000000 19 17 4 -0.160464672193246 18.6201692336131 17.3467811139397 -0.102198205512757 -0.0582664666804886 17.9834751737764 -0.451961097822759 1
190 chr20 7000000 8000000 chr20 11000000 12000000 20 17 4 -0.234465253637023 19.6001781406454 17.3467811139397 -0.176198786956534 -0.0582664666804886 18.4734796272925 -0.784670946488505 1
191 chr20 8000000 9000000 chr20 12000000 13000000 24 14 4 -0.777607578663552 23.5202137687744 14.2855844467738 -0.719341111983063 -0.0582664666804886 18.9028991077741 -3.22666258003849 0
192 chr20 9000000 10000000 chr20 13000000 14000000 16 15 4 -0.0931094043914815 15.6801425125163 15.3059833358291 -0.0348429377109926 -0.0582664666804886 15.4930629241727 -0.149128869751795 1
193 chr20 10000000 11000000 chr20 14000000 15000000 16 16 4 0 15.6801425125163 16.3263822248844 0.0582664666804891 -0.0582664666804886 16.0032623687003 0.269495082115176 1
194 chr20 11000000 12000000 chr20 15000000 16000000 14 15 4 0.0995356735509144 13.7201246984518 15.3059833358291 0.157802140231403 -0.0582664666804886 14.5130540171404 0.717011821009024 1
195 chr20 12000000 13000000 chr20 16000000 17000000 20 19 4 -0.0740005814437769 19.6001781406454 19.3875788920502 -0.0157341147632879 -0.0582664666804886 19.4938785163478 -0.0632147665505696 1
196 chr20 13000000 14000000 chr20 17000000 18000000 15 17 4 0.180572245641821 14.700133605484 17.3467811139397 0.238838712322309 -0.0582664666804886 16.0234573597118 1.08135579116067 1
197 chr20 14000000 15000000 chr20 18000000 19000000 18 14 4 -0.362570079384708 17.6401603265808 14.2855844467738 -0.304303612704219 -0.0582664666804886 15.9628723866773 -1.36063584238931 1
198 chr20 15000000 16000000 chr20 19000000 20000000 16 21 4 0.39231742277876 15.6801425125163 21.4283766701608 0.45058388945925 -0.0582664666804886 18.5542595913385 2.0333713627472 0
199 chr20 16000000 17000000 chr20 20000000 21000000 18 17 4 -0.082462160191973 17.6401603265808 17.3467811139397 -0.0241956935114838 -0.0582664666804886 17.4934707202602 -0.101258394449959 1
200 chr20 17000000 18000000 chr20 21000000 22000000 15 16 4 0.0931094043914815 14.700133605484 16.3263822248844 0.15137587107197 -0.0582664666804886 15.5132579151842 0.688119033982145 1
201 chr20 18000000 19000000 chr20 22000000 23000000 14 16 4 0.192645077942396 13.7201246984518 16.3263822248844 0.250911544622885 -0.0582664666804886 15.0232534616681 1.135635772876 1
202 chr20 19000000 20000000 chr20 23000000 24000000 15 15 4 0 14.700133605484 15.3059833358291 0.0582664666804888 -0.0582664666804886 15.0030584706566 0.269495082115175 1
203 chr20 20000000 21000000 chr20 24000000 25000000 25 20 4 -0.321928094887362 24.5002226758067 20.4079777811055 -0.263661628206872 -0.0582664666804886 22.4541002284561 -1.17790770366703 1
204 chr20 21000000 22000000 chr20 25000000 26000000 15 15 4 0 14.700133605484 15.3059833358291 0.0582664666804888 -0.0582664666804886 15.0030584706566 0.269495082115175 1
205 chr20 22000000 23000000 chr20 26000000 27000000 18 16 4 -0.169925001442312 17.6401603265808 16.3263822248844 -0.111658534761823 -0.0582664666804886 16.9832712757326 -0.494495151628487 1
206 chr20 23000000 24000000 chr20 27000000 28000000 17 15 4 -0.180572245641821 16.6601514195486 15.3059833358291 -0.122305778961331 -0.0582664666804886 15.9830673776888 -0.542365626930321 1
207 chr20 24000000 25000000 chr20 28000000 29000000 13 14 4 0.106915203916512 12.7401157914195 14.2855844467738 0.165181670597001 -0.0582664666804886 13.5128501190967 0.750190512084953 1
208 chr20 25000000 26000000 chr20 29000000 30000000 21 25 4 0.251538766995964 20.5801870476776 25.5099722263819 0.309805233676453 -0.0582664666804886 23.0450796370297 1.40042437304757 1
209 chr20 26000000 27000000 chr20 30000000 31000000 14 16 4 0.192645077942396 13.7201246984518 16.3263822248844 0.250911544622885 -0.0582664666804886 15.0232534616681 1.135635772876 1
210 chr20 27000000 28000000 chr20 31000000 32000000 18 18 4 0 17.6401603265808 18.3671800029949 0.0582664666804894 -0.0582664666804886 18.0036701647879 0.269495082115177 1
211 chr20 28000000 29000000 chr20 32000000 33000000 16 17 4 0.0874628412503394 15.6801425125163 17.3467811139397 0.145729307930828 -0.0582664666804886 16.513461813228 0.662731839293704 1
212 chr20 29000000 30000000 chr20 33000000 34000000 17 12 4 -0.502500340529183 16.6601514195486 12.2447866686633 -0.444233873848694 -0.0582664666804886 14.4524690441059 -1.98976841271253 0
213 chr20 30000000 31000000 chr20 34000000 35000000 21 16 4 -0.39231742277876 20.5801870476776 16.3263822248844 -0.334050956098271 -0.0582664666804886 18.453284636281 -1.49438119851685 1
214 chr20 31000000 32000000 chr20 35000000 36000000 16 15 4 -0.0931094043914815 15.6801425125163 15.3059833358291 -0.0348429377109926 -0.0582664666804886 15.4930629241727 -0.149128869751795 1
215 chr20 32000000 33000000 chr20 36000000 37000000 16 18 4 0.169925001442312 15.6801425125163 18.3671800029949 0.228191468122801 -0.0582664666804886 17.0236612577556 1.03348531585884 1
216 chr20 33000000 34000000 chr20 37000000 38000000 18 16 4 -0.169925001442312 17.6401603265808 16.3263822248844 -0.111658534761823 -0.0582664666804886 16.9832712757326 -0.494495151628487 1
217 chr20 34000000 35000000 chr20 38000000 39000000 16 19 4 0.247927513443585 15.6801425125163 19.3875788920502 0.306193980124074 -0.0582664666804886 17.5338607022833 1.38418801923164 1
218 chr20 35000000 36000000 chr20 39000000 40000000 15 15 4 0 14.700133605484 15.3059833358291 0.0582664666804888 -0.0582664666804886 15.0030584706566 0.269495082115175 1
219 chr20 36000000 37000000 chr20 40000000 41000000 16 16 4 0 15.6801425125163 16.3263822248844 0.0582664666804891 -0.0582664666804886 16.0032623687003 0.269495082115176 1
220 chr20 37000000 38000000 chr20 41000000 42000000 17 15 4 -0.180572245641821 16.6601514195486 15.3059833358291 -0.122305778961331 -0.0582664666804886 15.9830673776888 -0.542365626930321 1
221 chr20 38000000 39000000 chr20 42000000 43000000 16 17 4 0.0874628412503394 15.6801425125163 17.3467811139397 0.145729307930828 -0.0582664666804886 16.513461813228 0.662731839293704 1
222 chr20 39000000 40000000 chr20 43000000 44000000 22 14 4 -0.652076696579693 21.5601959547099 14.2855844467738 -0.593810229899204 -0.0582664666804886 17.9228902007419 -2.66227024735486 0
223 chr20 40000000 41000000 chr20 44000000 45000000 19 12 4 -0.662965012722429 18.6201692336131 12.2447866686633 -0.60469854604194 -0.0582664666804886 15.4324779511382 -2.71122459265047 0
224 chr20 41000000 42000000 chr20 45000000 46000000 17 21 4 0.304854581528421 16.6601514195486 21.4283766701608 0.363121048208911 -0.0582664666804886 19.0442640448547 1.64013460556868 1
225 chr20 42000000 43000000 chr20 46000000 47000000 20 14 4 -0.514573172829758 19.6001781406454 14.2855844467738 -0.456306706149269 -0.0582664666804886 16.9428812937096 -2.04404839442785 0
226 chr20 43000000 44000000 chr20 47000000 48000000 17 18 4 0.082462160191973 16.6601514195486 18.3671800029949 0.140728626872463 -0.0582664666804886 17.5136657112717 0.640248558680315 1
227 chr20 44000000 45000000 chr20 48000000 49000000 22 18 4 -0.289506617194985 21.5601959547099 18.3671800029949 -0.231240150514496 -0.0582664666804886 19.9636879788524 -1.03213932285037 1
228 chr20 45000000 46000000 chr20 49000000 50000000 17 18 4 0.082462160191973 16.6601514195486 18.3671800029949 0.140728626872463 -0.0582664666804886 17.5136657112717 0.640248558680315 1
229 chr20 46000000 47000000 chr20 50000000 51000000 14 17 4 0.280107919192735 13.7201246984518 17.3467811139397 0.338374385873224 -0.0582664666804886 15.5334529061957 1.52887253005452 1
230 chr20 47000000 48000000 chr20 51000000 52000000 17 19 4 0.160464672193246 16.6601514195486 19.3875788920502 0.218731138873736 -0.0582664666804886 18.0238651557994 0.990951262053114 1
231 chr20 48000000 49000000 chr20 52000000 53000000 17 17 4 0 16.6601514195486 17.3467811139397 0.0582664666804894 -0.0582664666804886 17.0034662667441 0.269495082115177 1
232 chr20 49000000 50000000 chr20 53000000 54000000 17 13 4 -0.387023123109247 16.6601514195486 13.2651855577186 -0.328756656428758 -0.0582664666804886 14.9626684886336 -1.47057779579395 1
233 chr20 50000000 51000000 chr20 54000000 55000000 15 15 4 0 14.700133605484 15.3059833358291 0.0582664666804888 -0.0582664666804886 15.0030584706566 0.269495082115175 1
234 chr20 51000000 52000000 chr20 55000000 56000000 16 14 4 -0.192645077942396 15.6801425125163 14.2855844467738 -0.134378611261907 -0.0582664666804886 14.9828634796451 -0.596645608645645 1
235 chr20 52000000 53000000 chr20 56000000 57000000 16 16 4 0 15.6801425125163 16.3263822248844 0.0582664666804891 -0.0582664666804886 16.0032623687003 0.269495082115176 1
236 chr20 53000000 54000000 chr20 57000000 58000000 18 17 4 -0.082462160191973 17.6401603265808 17.3467811139397 -0.0241956935114838 -0.0582664666804886 17.4934707202602 -0.101258394449959 1
237 chr20 54000000 55000000 chr20 58000000 59000000 15 19 4 0.341036917835067 14.700133605484 19.3875788920502 0.399303384515556 -0.0582664666804886 17.0438562487671 1.80281197109861 1
238 chr20 55000000 56000000 chr20 59000000 60000000 18 17 4 -0.082462160191973 17.6401603265808 17.3467811139397 -0.0241956935114838 -0.0582664666804886 17.4934707202602 -0.101258394449959 1
239 chr20 56000000 57000000 chr20 60000000 61000000 16 15 4 -0.0931094043914815 15.6801425125163 15.3059833358291 -0.0348429377109926 -0.0582664666804886 15.4930629241727 -0.149128869751795 1
240 chr20 57000000 58000000 chr20 61000000 62000000 15 14 4 -0.0995356735509144 14.700133605484 14.2855844467738 -0.0412692068704259 -0.0582664666804886 14.4928590261289 -0.178021656778676 1
241 chr20 58000000 59000000 chr20 62000000 63000000 16 16 4 0 15.6801425125163 16.3263822248844 0.0582664666804891 -0.0582664666804886 16.0032623687003 0.269495082115176 1
242 chr20 0 1000000 chr20 5000000 6000000 16 18 5 0.169925001442312 15.874588963419 18.1422020225948 0.192630337581664 -0.0227053361393518 17.0083954930069 0.873600918602938 1
243 chr20 1000000 2000000 chr20 6000000 7000000 16 16 5 0 15.874588963419 16.126401797862 0.0227053361393517 -0.0227053361393518 16.0004953806405 0.109610684859273 1
244 chr20 2000000 3000000 chr20 7000000 8000000 19 12 5 -0.662965012722429 18.85107439406 12.0948013483965 -0.640259676583077 -0.0227053361393518 15.4729378712283 -2.87110898990637 0
245 chr20 3000000 4000000 chr20 8000000 9000000 20 18 5 -0.15200309344505 19.8432362042737 18.1422020225948 -0.129297757305699 -0.0227053361393518 18.9927191134342 -0.573801867179275 1
246 chr20 4000000 5000000 chr20 9000000 10000000 19 16 5 -0.247927513443586 18.85107439406 16.126401797862 -0.225222177304234 -0.0227053361393518 17.488738095961 -1.00508225225719 1
247 chr20 5000000 6000000 chr20 10000000 11000000 16 14 5 -0.192645077942396 15.874588963419 14.1106015731293 -0.169939741803044 -0.0227053361393518 14.9925952682741 -0.756530005901544 1
248 chr20 6000000 7000000 chr20 11000000 12000000 17 17 5 0 16.8667507736326 17.1343019102284 0.0227053361393514 -0.0227053361393518 17.0005263419305 0.109610684859272 1
249 chr20 7000000 8000000 chr20 12000000 13000000 14 19 5 0.440572591385981 13.8902653429916 19.1501021349611 0.463277927525333 -0.0227053361393518 16.5201837389764 2.09044431273656 0
250 chr20 8000000 9000000 chr20 13000000 14000000 18 19 5 0.0780025120012732 17.8589125838463 19.1501021349611 0.100707848140624 -0.0227053361393518 18.5045073594037 0.46031338823207 1
251 chr20 9000000 10000000 chr20 14000000 15000000 18 17 5 -0.082462160191973 17.8589125838463 17.1343019102284 -0.0597568240526218 -0.0227053361393518 17.4966072470374 -0.261142791705865 1
252 chr20 10000000 11000000 chr20 15000000 16000000 15 16 5 0.0931094043914815 14.8824271532053 16.126401797862 0.115814740530833 -0.0227053361393518 15.5044144755336 0.528234636726243 1
253 chr20 11000000 12000000 chr20 16000000 17000000 19 16 5 -0.247927513443586 18.85107439406 16.126401797862 -0.225222177304234 -0.0227053361393518 17.488738095961 -1.00508225225719 1
254 chr20 12000000 13000000 chr20 17000000 18000000 17 15 5 -0.180572245641821 16.8667507736326 15.1185016854956 -0.157866909502469 -0.0227053361393518 15.9926262295641 -0.702250024186225 1
255 chr20 13000000 14000000 chr20 18000000 19000000 19 14 5 -0.440572591385981 18.85107439406 14.1106015731293 -0.417867255246629 -0.0227053361393518 16.4808379835946 -1.87122294301801 1
256 chr20 14000000 15000000 chr20 19000000 20000000 14 16 5 0.192645077942396 13.8902653429916 16.126401797862 0.215350414081747 -0.0227053361393518 15.0083335704268 0.975751375620092 1
257 chr20 15000000 16000000 chr20 20000000 21000000 16 15 5 -0.0931094043914815 15.874588963419 15.1185016854956 -0.0704040682521294 -0.0227053361393518 15.4965453244573 -0.309013267007695 1
258 chr20 16000000 17000000 chr20 21000000 22000000 15 16 5 0.0931094043914815 14.8824271532053 16.126401797862 0.115814740530833 -0.0227053361393518 15.5044144755336 0.528234636726243 1
259 chr20 17000000 18000000 chr20 22000000 23000000 19 15 5 -0.341036917835067 18.85107439406 15.1185016854956 -0.318331581695715 -0.0227053361393518 16.9847880397778 -1.42370620412416 1
260 chr20 18000000 19000000 chr20 23000000 24000000 16 18 5 0.169925001442312 15.874588963419 18.1422020225948 0.192630337581664 -0.0227053361393518 17.0083954930069 0.873600918602938 1
261 chr20 19000000 20000000 chr20 24000000 25000000 16 17 5 0.0874628412503394 15.874588963419 17.1343019102284 0.110168177389691 -0.0227053361393518 16.5044454368237 0.502847442037801 1
262 chr20 20000000 21000000 chr20 25000000 26000000 14 16 5 0.192645077942396 13.8902653429916 16.126401797862 0.215350414081747 -0.0227053361393518 15.0083335704268 0.975751375620092 1
263 chr20 21000000 22000000 chr20 26000000 27000000 14 14 5 0 13.8902653429916 14.1106015731293 0.022705336139352 -0.0227053361393518 14.0004334580604 0.109610684859274 1
264 chr20 22000000 23000000 chr20 27000000 28000000 16 15 5 -0.0931094043914815 15.874588963419 15.1185016854956 -0.0704040682521294 -0.0227053361393518 15.4965453244573 -0.309013267007695 1
265 chr20 23000000 24000000 chr20 28000000 29000000 18 20 5 0.15200309344505 17.8589125838463 20.1580022473275 0.174708429584402 -0.0227053361393518 19.0084574155869 0.793023236897817 1
266 chr20 24000000 25000000 chr20 29000000 30000000 16 15 5 -0.0931094043914815 15.874588963419 15.1185016854956 -0.0704040682521294 -0.0227053361393518 15.4965453244573 -0.309013267007695 1
267 chr20 25000000 26000000 chr20 30000000 31000000 18 15 5 -0.263034405833794 17.8589125838463 15.1185016854956 -0.240329069694442 -0.0227053361393518 16.488707134671 -1.07300350075136 1
268 chr20 26000000 27000000 chr20 31000000 32000000 18 14 5 -0.362570079384708 17.8589125838463 14.1106015731293 -0.339864743245356 -0.0227053361393518 15.9847570784878 -1.52052023964521 1
269 chr20 27000000 28000000 chr20 32000000 33000000 16 15 5 -0.0931094043914815 15.874588963419 15.1185016854956 -0.0704040682521294 -0.0227053361393518 15.4965453244573 -0.309013267007695 1
270 chr20 28000000 29000000 chr20 33000000 34000000 16 17 5 0.0874628412503394 15.874588963419 17.1343019102284 0.110168177389691 -0.0227053361393518 16.5044454368237 0.502847442037801 1
271 chr20 29000000 30000000 chr20 34000000 35000000 16 16 5 0 15.874588963419 16.126401797862 0.0227053361393517 -0.0227053361393518 16.0004953806405 0.109610684859273 1
272 chr20 30000000 31000000 chr20 35000000 36000000 17 13 5 -0.387023123109247 16.8667507736326 13.1027014607629 -0.364317786969895 -0.0227053361393518 14.9847261171978 -1.63046219304985 1
273 chr20 31000000 32000000 chr20 36000000 37000000 16 16 5 0 15.874588963419 16.126401797862 0.0227053361393517 -0.0227053361393518 16.0004953806405 0.109610684859273 1
274 chr20 32000000 33000000 chr20 37000000 38000000 18 18 5 0 17.8589125838463 18.1422020225948 0.0227053361393514 -0.0227053361393518 18.0005573032205 0.109610684859272 1
275 chr20 33000000 34000000 chr20 38000000 39000000 16 17 5 0.0874628412503394 15.874588963419 17.1343019102284 0.110168177389691 -0.0227053361393518 16.5044454368237 0.502847442037801 1
276 chr20 34000000 35000000 chr20 39000000 40000000 17 16 5 -0.0874628412503394 16.8667507736326 16.126401797862 -0.0647575051109876 -0.0227053361393518 16.4965762857473 -0.283626072319257 1
277 chr20 35000000 36000000 chr20 40000000 41000000 15 13 5 -0.206450877467426 14.8824271532053 13.1027014607629 -0.183745541328074 -0.0227053361393518 13.9925643069841 -0.818601484004354 1
278 chr20 36000000 37000000 chr20 41000000 42000000 15 19 5 0.341036917835067 14.8824271532053 19.1501021349611 0.363742253974418 -0.0227053361393518 17.0162646440832 1.64292757384271 1
279 chr20 37000000 38000000 chr20 42000000 43000000 19 23 5 0.275634442613427 18.85107439406 23.1817025844267 0.298339778752779 -0.0227053361393518 21.0163884892433 1.34887518656668 1
280 chr20 38000000 39000000 chr20 43000000 44000000 18 24 5 0.415037499278844 17.8589125838463 24.189602696793 0.437742835418195 -0.0227053361393518 21.0242576403197 1.97563742250845 0
281 chr20 39000000 40000000 chr20 44000000 45000000 13 15 5 0.206450877467426 12.8981035327779 15.1185016854956 0.229156213606779 -0.0227053361393518 14.0083026091368 1.0378228537229 1
282 chr20 40000000 41000000 chr20 45000000 46000000 16 15 5 -0.0931094043914815 15.874588963419 15.1185016854956 -0.0704040682521294 -0.0227053361393518 15.4965453244573 -0.309013267007695 1
283 chr20 41000000 42000000 chr20 46000000 47000000 14 17 5 0.280107919192735 13.8902653429916 17.1343019102284 0.302813255332087 -0.0227053361393518 15.51228362661 1.36898813279862 1
284 chr20 42000000 43000000 chr20 47000000 48000000 17 13 5 -0.387023123109247 16.8667507736326 13.1027014607629 -0.364317786969895 -0.0227053361393518 14.9847261171978 -1.63046219304985 1
285 chr20 43000000 44000000 chr20 48000000 49000000 18 16 5 -0.169925001442312 17.8589125838463 16.126401797862 -0.147219665302961 -0.0227053361393518 16.9926571908542 -0.654379548884394 1
286 chr20 44000000 45000000 chr20 49000000 50000000 15 15 5 0 14.8824271532053 15.1185016854956 0.022705336139352 -0.0227053361393518 15.0004644193505 0.109610684859274 1
287 chr20 45000000 46000000 chr20 50000000 51000000 15 14 5 -0.0995356735509144 14.8824271532053 14.1106015731293 -0.0768303374115625 -0.0227053361393518 14.4965143631673 -0.337906054034576 1
288 chr20 46000000 47000000 chr20 51000000 52000000 18 15 5 -0.263034405833794 17.8589125838463 15.1185016854956 -0.240329069694442 -0.0227053361393518 16.488707134671 -1.07300350075136 1
289 chr20 47000000 48000000 chr20 52000000 53000000 18 12 5 -0.584962500721156 17.8589125838463 12.0948013483965 -0.562257164581804 -0.0227053361393518 14.9768569661214 -2.52040628653357 0
290 chr20 48000000 49000000 chr20 53000000 54000000 14 15 5 0.0995356735509144 13.8902653429916 15.1185016854956 0.122241009690266 -0.0227053361393518 14.5043835142436 0.557127423753124 1
291 chr20 49000000 50000000 chr20 54000000 55000000 16 17 5 0.0874628412503394 15.874588963419 17.1343019102284 0.110168177389691 -0.0227053361393518 16.5044454368237 0.502847442037801 1
292 chr20 50000000 51000000 chr20 55000000 56000000 15 17 5 0.180572245641821 14.8824271532053 17.1343019102284 0.203277581781172 -0.0227053361393518 16.0083645317168 0.92147139390477 1
293 chr20 51000000 52000000 chr20 56000000 57000000 14 15 5 0.0995356735509144 13.8902653429916 15.1185016854956 0.122241009690266 -0.0227053361393518 14.5043835142436 0.557127423753124 1
294 chr20 52000000 53000000 chr20 57000000 58000000 15 15 5 0 14.8824271532053 15.1185016854956 0.022705336139352 -0.0227053361393518 15.0004644193505 0.109610684859274 1
295 chr20 53000000 54000000 chr20 58000000 59000000 12 16 5 0.415037499278844 11.9059417225642 16.126401797862 0.437742835418196 -0.0227053361393518 14.0161717602131 1.97563742250845 0
296 chr20 54000000 55000000 chr20 59000000 60000000 15 18 5 0.263034405833794 14.8824271532053 18.1422020225948 0.285739741973145 -0.0227053361393518 16.5123145879 1.29222487046991 1
297 chr20 55000000 56000000 chr20 60000000 61000000 16 16 5 0 15.874588963419 16.126401797862 0.0227053361393517 -0.0227053361393518 16.0004953806405 0.109610684859273 1
298 chr20 56000000 57000000 chr20 61000000 62000000 17 17 5 0 16.8667507736326 17.1343019102284 0.0227053361393514 -0.0227053361393518 17.0005263419305 0.109610684859272 1
299 chr20 57000000 58000000 chr20 62000000 63000000 15 15 5 0 14.8824271532053 15.1185016854956 0.022705336139352 -0.0227053361393518 15.0004644193505 0.109610684859274 1
