chr1 start1 end1 chr2 start2 end2 bulk.IF1 bulk.IF2 D M adj.bulk.IF1 bulk.adj.IF2 adj.M mc A
468 chr20 12000000 13000000 chr20 22000000 23000000 13 15 10 0.206450877467426 12.8057975959017 15.2274779091 0.249879898960565 -0.0434290214931386 14.0166377525009
469 chr20 13000000 14000000 chr20 20000000 21000000 27 16 7 -0.754887502163469 26.770259369241 16.13731096294 -0.730230921407637 -0.0246565807558317 21.4537851660905
470 chr20 13000000 14000000 chr20 21000000 22000000 16 19 8 0.247927513443585 15.791266794672 19.2511471025599 0.285817502477996 -0.0378899890344108 17.5212069486159
471 chr20 13000000 14000000 chr20 22000000 23000000 16 16 9 0 16.2290903980223 15.7741434499125 -0.0410204748161397 0.0410204748161396 16.0016169239674
472 chr20 13000000 14000000 chr20 23000000 24000000 14 16 10 0.192645077942396 13.7908589494326 16.24264310304 0.236074099435535 -0.0434290214931386 15.0167510262363
473 chr20 14000000 15000000 chr20 21000000 22000000 15 12 7 -0.321928094887362 14.872366316245 12.102983222205 -0.29727151413153 -0.0246565807558317 13.487674769225
474 chr20 14000000 15000000 chr20 22000000 23000000 15 18 8 0.263034405833794 14.804312620005 18.2379288340041 0.300924394868204 -0.0378899890344108 16.5211207270046
475 chr20 14000000 15000000 chr20 23000000 24000000 14 16 9 0.192645077942396 14.2004540982695 15.7741434499125 0.151624603126256 0.0410204748161396 14.987298774091
476 chr20 14000000 15000000 chr20 24000000 25000000 17 17 10 0 16.7460430100253 17.25780829698 0.0434290214931395 -0.0434290214931386 17.0019256535027
477 chr20 15000000 16000000 chr20 22000000 23000000 16 12 7 -0.415037499278844 15.8638574039947 12.102983222205 -0.390380918523012 -0.0246565807558317 13.9834203130998
478 chr20 15000000 16000000 chr20 23000000 24000000 17 15 8 -0.180572245641821 16.778220969339 15.1982740283367 -0.142682256607409 -0.0378899890344108 15.9882474988379
479 chr20 15000000 16000000 chr20 24000000 25000000 15 15 9 0 15.2147722481459 14.7882594842929 -0.0410204748161397 0.0410204748161396 15.0015158662194
480 chr20 15000000 16000000 chr20 25000000 26000000 12 18 10 0.584962500721156 11.8207362423708 18.27297349092 0.628391522214295 -0.0434290214931386 15.0468548666454
481 chr20 16000000 17000000 chr20 23000000 24000000 17 15 7 -0.180572245641821 16.8553484917443 15.1287290277563 -0.155915664885989 -0.0246565807558317 15.9920387597503
482 chr20 16000000 17000000 chr20 24000000 25000000 14 15 8 0.0995356735509144 13.817358445338 15.1982740283367 0.137425662585325 -0.0378899890344108 14.5078162368374
483 chr20 16000000 17000000 chr20 25000000 26000000 15 19 9 0.341036917835067 15.2147722481459 18.731795346771 0.300016443018927 0.0410204748161396 16.9732837974585
484 chr20 16000000 17000000 chr20 26000000 27000000 14 16 10 0.192645077942396 13.7908589494326 16.24264310304 0.236074099435535 -0.0434290214931386 15.0167510262363
485 chr20 17000000 18000000 chr20 24000000 25000000 18 12 7 -0.584962500721156 17.846839579494 12.102983222205 -0.560305919965324 -0.0246565807558317 14.9749114008495
486 chr20 17000000 18000000 chr20 25000000 26000000 14 16 8 0.192645077942396 13.817358445338 16.2114922968925 0.230535066976807 -0.0378899890344108 15.0144253711153
487 chr20 17000000 18000000 chr20 26000000 27000000 13 15 9 0.206450877467426 13.1861359483931 14.7882594842929 0.165430402651287 0.0410204748161396 13.987197716343
488 chr20 17000000 18000000 chr20 27000000 28000000 15 17 10 0.180572245641821 14.7759203029635 17.25780829698 0.22400126713496 -0.0434290214931386 16.0168642999718
489 chr20 18000000 19000000 chr20 25000000 26000000 16 14 7 -0.192645077942396 15.8638574039947 14.1201470925725 -0.167988497186564 -0.0246565807558317 14.9920022482836
490 chr20 18000000 19000000 chr20 26000000 27000000 13 15 8 0.206450877467426 12.830404270671 15.1982740283367 0.244340866501837 -0.0378899890344108 14.0143391495039
491 chr20 18000000 19000000 chr20 27000000 28000000 17 14 9 -0.280107919192735 17.2434085478986 13.8023755186734 -0.321128394008875 0.0410204748161396 15.522892033286
492 chr20 18000000 19000000 chr20 28000000 29000000 15 14 10 -0.0995356735509144 14.7759203029635 14.21231271516 -0.0561066520577759 -0.0434290214931386 14.4941165090618
493 chr20 19000000 20000000 chr20 26000000 27000000 13 14 7 0.106915203916512 12.8893841407457 14.1201470925725 0.131571784672344 -0.0246565807558317 13.5047656166591
494 chr20 19000000 20000000 chr20 27000000 28000000 15 13 8 -0.206450877467426 14.804312620005 13.1718374912252 -0.168560888433016 -0.0378899890344108 13.9880750556151
495 chr20 19000000 20000000 chr20 28000000 29000000 17 16 9 -0.0874628412503394 17.2434085478986 15.7741434499125 -0.128483316066479 0.0410204748161396 16.5087759989056
496 chr20 19000000 20000000 chr20 29000000 30000000 13 12 10 -0.115477217419936 12.8057975959017 12.18198232728 -0.0720481959267978 -0.0434290214931386 12.4938899615909
497 chr20 20000000 21000000 chr20 27000000 28000000 15 15 7 0 14.872366316245 15.1287290277563 0.0246565807558321 -0.0246565807558317 15.0005476720006
498 chr20 20000000 21000000 chr20 28000000 29000000 15 13 8 -0.206450877467426 14.804312620005 13.1718374912252 -0.168560888433016 -0.0378899890344108 13.9880750556151
499 chr20 20000000 21000000 chr20 29000000 30000000 17 16 9 -0.0874628412503394 17.2434085478986 15.7741434499125 -0.128483316066479 0.0410204748161396 16.5087759989056
500 chr20 20000000 21000000 chr20 30000000 31000000 14 15 10 0.0995356735509144 13.7908589494326 15.2274779091 0.142964695044053 -0.0434290214931386 14.5091684292663
501 chr20 21000000 22000000 chr20 28000000 29000000 17 17 7 0 16.8553484917443 17.1458928981238 0.0246565807558315 -0.0246565807558317 17.000620694934
502 chr20 21000000 22000000 chr20 29000000 30000000 12 15 8 0.321928094887362 11.843450096004 15.1982740283367 0.359818083921773 -0.0378899890344108 13.5208620621704
503 chr20 21000000 22000000 chr20 30000000 31000000 16 11 9 -0.540568381362703 16.2290903980223 10.8447236218148 -0.581588856178843 0.0410204748161396 13.5369070099185
504 chr20 21000000 22000000 chr20 31000000 32000000 17 14 10 -0.280107919192735 16.7460430100253 14.21231271516 -0.236678897699596 -0.0434290214931386 15.4791778625927
505 chr20 22000000 23000000 chr20 29000000 30000000 16 14 7 -0.192645077942396 15.8638574039947 14.1201470925725 -0.167988497186564 -0.0246565807558317 14.9920022482836
506 chr20 22000000 23000000 chr20 30000000 31000000 17 16 8 -0.0874628412503394 16.778220969339 16.2114922968925 -0.0495728522159274 -0.0378899890344108 16.4948566331158
507 chr20 22000000 23000000 chr20 31000000 32000000 17 16 9 -0.0874628412503394 17.2434085478986 15.7741434499125 -0.128483316066479 0.0410204748161396 16.5087759989056
508 chr20 22000000 23000000 chr20 32000000 33000000 16 12 10 -0.415037499278844 15.7609816564944 12.18198232728 -0.371608477785705 -0.0434290214931386 13.9714819918872
509 chr20 23000000 24000000 chr20 30000000 31000000 21 17 7 -0.304854581528421 20.821312842743 17.1458928981238 -0.28019800077259 -0.0246565807558317 18.9836028704334
510 chr20 23000000 24000000 chr20 31000000 32000000 15 16 8 0.0931094043914815 14.804312620005 16.2114922968925 0.130999393425893 -0.0378899890344108 15.5079024584488
511 chr20 23000000 24000000 chr20 32000000 33000000 16 16 9 0 16.2290903980223 15.7741434499125 -0.0410204748161397 0.0410204748161396 16.0016169239674
512 chr20 23000000 24000000 chr20 33000000 34000000 14 17 10 0.280107919192735 13.7908589494326 17.25780829698 0.323536940685874 -0.0434290214931386 15.5243336232063
513 chr20 24000000 25000000 chr20 31000000 32000000 14 16 7 0.192645077942396 13.8808752284953 16.13731096294 0.217301658698228 -0.0246565807558317 15.0090930957177
514 chr20 24000000 25000000 chr20 32000000 33000000 15 16 8 0.0931094043914815 14.804312620005 16.2114922968925 0.130999393425893 -0.0378899890344108 15.5079024584488
515 chr20 24000000 25000000 chr20 33000000 34000000 13 14 9 0.106915203916512 13.1861359483931 13.8023755186734 0.0658947291003723 0.0410204748161396 13.4942557335332
516 chr20 24000000 25000000 chr20 34000000 35000000 18 16 10 -0.169925001442312 17.7311043635562 16.24264310304 -0.126495979949173 -0.0434290214931386 16.9868737332981
517 chr20 25000000 26000000 chr20 32000000 33000000 17 15 7 -0.180572245641821 16.8553484917443 15.1287290277563 -0.155915664885989 -0.0246565807558317 15.9920387597503
518 chr20 25000000 26000000 chr20 33000000 34000000 14 17 8 0.280107919192735 13.817358445338 17.2247105654483 0.317997908227146 -0.0378899890344108 15.5210345053932
519 chr20 25000000 26000000 chr20 34000000 35000000 15 14 9 -0.0995356735509144 15.2147722481459 13.8023755186734 -0.140556148367054 0.0410204748161396 14.5085738834096
520 chr20 25000000 26000000 chr20 35000000 36000000 15 15 10 0 14.7759203029635 15.2274779091 0.0434290214931386 -0.0434290214931386 15.0016991060318
521 chr20 26000000 27000000 chr20 33000000 34000000 14 14 7 0 13.8808752284953 14.1201470925725 0.0246565807558321 -0.0246565807558317 14.0005111605339
522 chr20 26000000 27000000 chr20 34000000 35000000 17 18 8 0.082462160191973 16.778220969339 18.2379288340041 0.120352149226384 -0.0378899890344108 17.5080749016715
523 chr20 26000000 27000000 chr20 35000000 36000000 17 17 9 0 17.2434085478986 16.760027415532 -0.0410204748161399 0.0410204748161396 17.0017179817153
524 chr20 26000000 27000000 chr20 36000000 37000000 14 15 10 0.0995356735509144 13.7908589494326 15.2274779091 0.142964695044053 -0.0434290214931386 14.5091684292663
525 chr20 27000000 28000000 chr20 34000000 35000000 18 15 7 -0.263034405833794 17.846839579494 15.1287290277563 -0.238377825077962 -0.0246565807558317 16.4877843036251
526 chr20 27000000 28000000 chr20 35000000 36000000 14 16 8 0.192645077942396 13.817358445338 16.2114922968925 0.230535066976807 -0.0378899890344108 15.0144253711153
527 chr20 27000000 28000000 chr20 36000000 37000000 16 14 9 -0.192645077942396 16.2290903980223 13.8023755186734 -0.233665552758536 0.0410204748161396 15.0157329583478
528 chr20 27000000 28000000 chr20 37000000 38000000 18 14 10 -0.362570079384708 17.7311043635562 14.21231271516 -0.319141057891569 -0.0434290214931386 15.9717085393581
529 chr20 28000000 29000000 chr20 35000000 36000000 15 15 7 0 14.872366316245 15.1287290277563 0.0246565807558321 -0.0246565807558317 15.0005476720006
530 chr20 28000000 29000000 chr20 36000000 37000000 15 14 8 -0.0995356735509144 14.804312620005 14.185055759781 -0.0616456845165038 -0.0378899890344108 14.494684189893
531 chr20 28000000 29000000 chr20 37000000 38000000 16 15 9 -0.0931094043914815 16.2290903980223 14.7882594842929 -0.134129879207621 0.0410204748161396 15.5086749411576
532 chr20 28000000 29000000 chr20 38000000 39000000 17 13 10 -0.387023123109247 16.7460430100253 13.19714752122 -0.343594101616108 -0.0434290214931386 14.9715952656227
533 chr20 29000000 30000000 chr20 36000000 37000000 12 14 7 0.222392421336448 11.897893052996 14.1201470925725 0.24704900209228 -0.0246565807558317 13.0090200727842
534 chr20 29000000 30000000 chr20 37000000 38000000 14 17 8 0.280107919192735 13.817358445338 17.2247105654483 0.317997908227146 -0.0378899890344108 15.5210345053932
535 chr20 29000000 30000000 chr20 38000000 39000000 17 16 9 -0.0874628412503394 17.2434085478986 15.7741434499125 -0.128483316066479 0.0410204748161396 16.5087759989056
536 chr20 29000000 30000000 chr20 39000000 40000000 15 17 10 0.180572245641821 14.7759203029635 17.25780829698 0.22400126713496 -0.0434290214931386 16.0168642999718
537 chr20 30000000 31000000 chr20 37000000 38000000 11 20 7 0.862496476250065 10.9064019652463 20.171638703675 0.887153057005897 -0.0246565807558317 15.5390203344607
538 chr20 30000000 31000000 chr20 38000000 39000000 14 15 8 0.0995356735509144 13.817358445338 15.1982740283367 0.137425662585325 -0.0378899890344108 14.5078162368374
539 chr20 30000000 31000000 chr20 39000000 40000000 18 15 9 -0.263034405833794 18.257726697775 14.7882594842929 -0.304054880649933 0.0410204748161396 16.522993091034
540 chr20 30000000 31000000 chr20 40000000 41000000 19 13 10 -0.547487795302493 18.7161657170871 13.19714752122 -0.504058773809354 -0.0434290214931386 15.9566566191536
541 chr20 31000000 32000000 chr20 38000000 39000000 16 16 7 0 15.8638574039947 16.13731096294 0.0246565807558315 -0.0246565807558317 16.0005841834673
542 chr20 31000000 32000000 chr20 39000000 40000000 17 15 8 -0.180572245641821 16.778220969339 15.1982740283367 -0.142682256607409 -0.0378899890344108 15.9882474988379
543 chr20 31000000 32000000 chr20 40000000 41000000 16 15 9 -0.0931094043914815 16.2290903980223 14.7882594842929 -0.134129879207621 0.0410204748161396 15.5086749411576
544 chr20 31000000 32000000 chr20 41000000 42000000 19 14 10 -0.440572591385981 18.7161657170871 14.21231271516 -0.397143569892842 -0.0434290214931386 16.4642392161236
545 chr20 32000000 33000000 chr20 39000000 40000000 14 17 7 0.280107919192735 13.8808752284953 17.1458928981238 0.304764499948567 -0.0246565807558317 15.5133840633095
546 chr20 32000000 33000000 chr20 40000000 41000000 16 14 8 -0.192645077942396 15.791266794672 14.185055759781 -0.154755088907985 -0.0378899890344108 14.9881612772265
547 chr20 32000000 33000000 chr20 41000000 42000000 17 17 9 0 17.2434085478986 16.760027415532 -0.0410204748161399 0.0410204748161396 17.0017179817153
548 chr20 32000000 33000000 chr20 42000000 43000000 14 15 10 0.0995356735509144 13.7908589494326 15.2274779091 0.142964695044053 -0.0434290214931386 14.5091684292663
549 chr20 33000000 34000000 chr20 40000000 41000000 13 13 7 0 12.8893841407457 13.1115651573888 0.0246565807558321 -0.0246565807558317 13.0004746490672
550 chr20 33000000 34000000 chr20 41000000 42000000 14 17 8 0.280107919192735 13.817358445338 17.2247105654483 0.317997908227146 -0.0378899890344108 15.5210345053932
551 chr20 33000000 34000000 chr20 42000000 43000000 14 15 9 0.0995356735509144 14.2004540982695 14.7882594842929 0.0585151987347748 0.0410204748161396 14.4943567912812
552 chr20 33000000 34000000 chr20 43000000 44000000 19 13 10 -0.547487795302493 18.7161657170871 13.19714752122 -0.504058773809354 -0.0434290214931386 15.9566566191536
553 chr20 34000000 35000000 chr20 41000000 42000000 17 16 7 -0.0874628412503394 16.8553484917443 16.13731096294 -0.0628062604945078 -0.0246565807558317 16.4963297273422
554 chr20 34000000 35000000 chr20 42000000 43000000 18 14 8 -0.362570079384708 17.765175144006 14.185055759781 -0.324680090350297 -0.0378899890344108 15.9751154518935
555 chr20 34000000 35000000 chr20 43000000 44000000 14 16 9 0.192645077942396 14.2004540982695 15.7741434499125 0.151624603126256 0.0410204748161396 14.987298774091
556 chr20 34000000 35000000 chr20 44000000 45000000 18 15 10 -0.263034405833794 17.7311043635562 15.2274779091 -0.219605384340655 -0.0434290214931386 16.4792911363281
557 chr20 35000000 36000000 chr20 42000000 43000000 16 16 7 0 15.8638574039947 16.13731096294 0.0246565807558315 -0.0246565807558317 16.0005841834673
558 chr20 35000000 36000000 chr20 43000000 44000000 20 16 8 -0.321928094887362 19.73908349334 16.2114922968925 -0.284038105852951 -0.0378899890344108 17.9752878951163
559 chr20 35000000 36000000 chr20 44000000 45000000 14 24 9 0.777607578663552 14.2004540982695 23.6612151748687 0.736587103847412 0.0410204748161396 18.9308346365691
560 chr20 35000000 36000000 chr20 45000000 46000000 16 14 10 -0.192645077942396 15.7609816564944 14.21231271516 -0.149216056449257 -0.0434290214931386 14.9866471858272
561 chr20 36000000 37000000 chr20 43000000 44000000 17 14 7 -0.280107919192735 16.8553484917443 14.1201470925725 -0.255451338436903 -0.0246565807558317 15.4877477921584
562 chr20 36000000 37000000 chr20 44000000 45000000 13 16 8 0.299560281858908 12.830404270671 16.2114922968925 0.337450270893319 -0.0378899890344108 14.5209482837818
563 chr20 36000000 37000000 chr20 45000000 46000000 14 14 9 0 14.2004540982695 13.8023755186734 -0.0410204748161397 0.0410204748161396 14.0014148084714
564 chr20 36000000 37000000 chr20 46000000 47000000 15 13 10 -0.206450877467426 14.7759203029635 13.19714752122 -0.163021855974288 -0.0434290214931386 13.9865339120918
565 chr20 37000000 38000000 chr20 44000000 45000000 15 16 7 0.0931094043914815 14.872366316245 16.13731096294 0.117765985147313 -0.0246565807558317 15.5048386395925
566 chr20 37000000 38000000 chr20 45000000 46000000 15 12 8 -0.321928094887362 14.804312620005 12.1586192226694 -0.284038105852952 -0.0378899890344108 13.4814659213372
567 chr20 37000000 38000000 chr20 46000000 47000000 16 15 9 -0.0931094043914815 16.2290903980223 14.7882594842929 -0.134129879207621 0.0410204748161396 15.5086749411576
568 chr20 37000000 38000000 chr20 47000000 48000000 13 18 10 0.46948528330122 12.8057975959017 18.27297349092 0.512914304794359 -0.0434290214931386 15.5393855434109
569 chr20 38000000 39000000 chr20 45000000 46000000 18 16 7 -0.169925001442312 17.846839579494 16.13731096294 -0.145268420686481 -0.0246565807558317 16.992075271217
570 chr20 38000000 39000000 chr20 46000000 47000000 18 13 8 -0.46948528330122 17.765175144006 13.1718374912252 -0.431595294266809 -0.0378899890344108 15.4685063176156
571 chr20 38000000 39000000 chr20 47000000 48000000 13 13 9 0 13.1861359483931 12.8164915530539 -0.0410204748161397 0.0410204748161396 13.0013137507235
572 chr20 38000000 39000000 chr20 48000000 49000000 13 15 10 0.206450877467426 12.8057975959017 15.2274779091 0.249879898960565 -0.0434290214931386 14.0166377525009
573 chr20 39000000 40000000 chr20 46000000 47000000 17 20 7 0.234465253637023 16.8553484917443 20.171638703675 0.259121834392855 -0.0246565807558317 18.5134935977097
574 chr20 39000000 40000000 chr20 47000000 48000000 16 17 8 0.0874628412503394 15.791266794672 17.2247105654483 0.12535283028475 -0.0378899890344108 16.5079886800602
575 chr20 39000000 40000000 chr20 48000000 49000000 14 16 9 0.192645077942396 14.2004540982695 15.7741434499125 0.151624603126256 0.0410204748161396 14.987298774091
576 chr20 39000000 40000000 chr20 49000000 50000000 13 19 10 0.547487795302493 12.8057975959017 19.28813868486 0.590916816795632 -0.0434290214931386 16.0469681403809
577 chr20 40000000 41000000 chr20 47000000 48000000 19 14 7 -0.440572591385981 18.8383306672437 14.1201470925725 -0.415916010630149 -0.0246565807558317 16.4792388799081
578 chr20 40000000 41000000 chr20 48000000 49000000 17 15 8 -0.180572245641821 16.778220969339 15.1982740283367 -0.142682256607409 -0.0378899890344108 15.9882474988379
579 chr20 40000000 41000000 chr20 49000000 50000000 15 14 9 -0.0995356735509144 15.2147722481459 13.8023755186734 -0.140556148367054 0.0410204748161396 14.5085738834096
580 chr20 40000000 41000000 chr20 50000000 51000000 15 15 10 0 14.7759203029635 15.2274779091 0.0434290214931386 -0.0434290214931386 15.0016991060318
581 chr20 41000000 42000000 chr20 48000000 49000000 14 14 7 0 13.8808752284953 14.1201470925725 0.0246565807558321 -0.0246565807558317 14.0005111605339
582 chr20 41000000 42000000 chr20 49000000 50000000 16 16 8 0 15.791266794672 16.2114922968925 0.0378899890344112 -0.0378899890344108 16.0013795457823
583 chr20 41000000 42000000 chr20 50000000 51000000 16 12 9 -0.415037499278844 16.2290903980223 11.8306075874343 -0.456057974094984 0.0410204748161396 14.0298489927283
584 chr20 41000000 42000000 chr20 51000000 52000000 15 14 10 -0.0995356735509144 14.7759203029635 14.21231271516 -0.0561066520577759 -0.0434290214931386 14.4941165090618
585 chr20 42000000 43000000 chr20 49000000 50000000 16 18 7 0.169925001442312 15.8638574039947 18.1544748333075 0.194581582198144 -0.0246565807558317 17.0091661186511
586 chr20 42000000 43000000 chr20 50000000 51000000 14 11 8 -0.347923303420307 13.817358445338 11.1454009541136 -0.310033314385896 -0.0378899890344108 12.4813796997258
587 chr20 42000000 43000000 chr20 51000000 52000000 14 16 9 0.192645077942396 14.2004540982695 15.7741434499125 0.151624603126256 0.0410204748161396 14.987298774091
588 chr20 42000000 43000000 chr20 52000000 53000000 15 15 10 0 14.7759203029635 15.2274779091 0.0434290214931386 -0.0434290214931386 15.0016991060318
589 chr20 43000000 44000000 chr20 50000000 51000000 15 14 7 -0.0995356735509144 14.872366316245 14.1201470925725 -0.0748790927950823 -0.0246565807558317 14.4962567044088
590 chr20 43000000 44000000 chr20 51000000 52000000 15 15 8 0 14.804312620005 15.1982740283367 0.0378899890344106 -0.0378899890344108 15.0012933241709
591 chr20 43000000 44000000 chr20 52000000 53000000 16 17 9 0.0874628412503394 16.2290903980223 16.760027415532 0.0464423664341991 0.0410204748161396 16.4945589067771
592 chr20 43000000 44000000 chr20 53000000 54000000 16 16 10 0 15.7609816564944 16.24264310304 0.0434290214931389 -0.0434290214931386 16.0018123797672
593 chr20 44000000 45000000 chr20 51000000 52000000 16 15 7 -0.0931094043914815 15.8638574039947 15.1287290277563 -0.0684528236356493 -0.0246565807558317 15.4962932158755
594 chr20 44000000 45000000 chr20 52000000 53000000 17 15 8 -0.180572245641821 16.778220969339 15.1982740283367 -0.142682256607409 -0.0378899890344108 15.9882474988379
595 chr20 44000000 45000000 chr20 53000000 54000000 14 18 9 0.362570079384708 14.2004540982695 17.7459113811515 0.321549604568568 0.0410204748161396 15.9731827397105
596 chr20 44000000 45000000 chr20 54000000 55000000 12 17 10 0.502500340529183 11.8207362423708 17.25780829698 0.545929362022322 -0.0434290214931386 14.5392722696754
597 chr20 45000000 46000000 chr20 52000000 53000000 16 18 7 0.169925001442312 15.8638574039947 18.1544748333075 0.194581582198144 -0.0246565807558317 17.0091661186511
598 chr20 45000000 46000000 chr20 53000000 54000000 17 15 8 -0.180572245641821 16.778220969339 15.1982740283367 -0.142682256607409 -0.0378899890344108 15.9882474988379
599 chr20 45000000 46000000 chr20 54000000 55000000 15 15 9 0 15.2147722481459 14.7882594842929 -0.0410204748161397 0.0410204748161396 15.0015158662194
600 chr20 45000000 46000000 chr20 55000000 56000000 21 15 10 -0.485426827170242 20.686288424149 15.2274779091 -0.441997805677103 -0.0434290214931386 17.9568831666245
601 chr20 46000000 47000000 chr20 53000000 54000000 14 16 7 0.192645077942396 13.8808752284953 16.13731096294 0.217301658698228 -0.0246565807558317 15.0090930957177
602 chr20 46000000 47000000 chr20 54000000 55000000 15 13 8 -0.206450877467426 14.804312620005 13.1718374912252 -0.168560888433016 -0.0378899890344108 13.9880750556151
603 chr20 46000000 47000000 chr20 55000000 56000000 17 15 9 -0.180572245641821 17.2434085478986 14.7882594842929 -0.22159272045796 0.0410204748161396 16.0158340160958
604 chr20 46000000 47000000 chr20 56000000 57000000 15 18 10 0.263034405833794 14.7759203029635 18.27297349092 0.306463427326933 -0.0434290214931386 16.5244468969418
605 chr20 47000000 48000000 chr20 54000000 55000000 14 18 7 0.362570079384708 13.8808752284953 18.1544748333075 0.38722666014054 -0.0246565807558317 16.0176750309014
606 chr20 47000000 48000000 chr20 55000000 56000000 14 12 8 -0.222392421336448 13.817358445338 12.1586192226694 -0.184502432302037 -0.0378899890344108 12.9879888340037
607 chr20 47000000 48000000 chr20 56000000 57000000 15 14 9 -0.0995356735509144 15.2147722481459 13.8023755186734 -0.140556148367054 0.0410204748161396 14.5085738834096
608 chr20 47000000 48000000 chr20 57000000 58000000 17 13 10 -0.387023123109247 16.7460430100253 13.19714752122 -0.343594101616108 -0.0434290214931386 14.9715952656227
609 chr20 48000000 49000000 chr20 55000000 56000000 17 15 7 -0.180572245641821 16.8553484917443 15.1287290277563 -0.155915664885989 -0.0246565807558317 15.9920387597503
610 chr20 48000000 49000000 chr20 56000000 57000000 15 18 8 0.263034405833794 14.804312620005 18.2379288340041 0.300924394868204 -0.0378899890344108 16.5211207270046
611 chr20 48000000 49000000 chr20 57000000 58000000 13 24 9 0.884522782580064 13.1861359483931 23.6612151748687 0.843502307763924 0.0410204748161396 18.4236755616309
612 chr20 48000000 49000000 chr20 58000000 59000000 17 15 10 -0.180572245641821 16.7460430100253 15.2274779091 -0.137143224148681 -0.0434290214931386 15.9867604595627
613 chr20 49000000 50000000 chr20 56000000 57000000 13 16 7 0.299560281858908 12.8893841407457 16.13731096294 0.324216862614739 -0.0246565807558317 14.5133475518428
614 chr20 49000000 50000000 chr20 57000000 58000000 16 14 8 -0.192645077942396 15.791266794672 14.185055759781 -0.154755088907985 -0.0378899890344108 14.9881612772265
615 chr20 49000000 50000000 chr20 58000000 59000000 11 14 9 0.347923303420307 11.1574996486403 13.8023755186734 0.306902828604167 0.0410204748161396 12.4799375836569
616 chr20 49000000 50000000 chr20 59000000 60000000 17 16 10 -0.0874628412503394 16.7460430100253 16.24264310304 -0.0440338197571998 -0.0434290214931386 16.4943430565327
617 chr20 50000000 51000000 chr20 57000000 58000000 14 15 7 0.0995356735509144 13.8808752284953 15.1287290277563 0.124192254306747 -0.0246565807558317 14.5048021281258
618 chr20 50000000 51000000 chr20 58000000 59000000 17 14 8 -0.280107919192735 16.778220969339 14.185055759781 -0.242217930158324 -0.0378899890344108 15.48163836456
619 chr20 50000000 51000000 chr20 59000000 60000000 15 14 9 -0.0995356735509144 15.2147722481459 13.8023755186734 -0.140556148367054 0.0410204748161396 14.5085738834096
620 chr20 50000000 51000000 chr20 60000000 61000000 14 15 10 0.0995356735509144 13.7908589494326 15.2274779091 0.142964695044053 -0.0434290214931386 14.5091684292663
621 chr20 51000000 52000000 chr20 58000000 59000000 17 20 7 0.234465253637023 16.8553484917443 20.171638703675 0.259121834392855 -0.0246565807558317 18.5134935977097
622 chr20 51000000 52000000 chr20 59000000 60000000 19 18 8 -0.0780025120012732 18.752129318673 18.2379288340041 -0.0401125229668615 -0.0378899890344108 18.4950290763385
623 chr20 51000000 52000000 chr20 60000000 61000000 15 14 9 -0.0995356735509144 15.2147722481459 13.8023755186734 -0.140556148367054 0.0410204748161396 14.5085738834096
624 chr20 51000000 52000000 chr20 61000000 62000000 16 14 10 -0.192645077942396 15.7609816564944 14.21231271516 -0.149216056449257 -0.0434290214931386 14.9866471858272
625 chr20 52000000 53000000 chr20 59000000 60000000 15 14 7 -0.0995356735509144 14.872366316245 14.1201470925725 -0.0748790927950823 -0.0246565807558317 14.4962567044088
626 chr20 52000000 53000000 chr20 60000000 61000000 15 15 8 0 14.804312620005 15.1982740283367 0.0378899890344106 -0.0378899890344108 15.0012933241709
627 chr20 52000000 53000000 chr20 61000000 62000000 17 14 9 -0.280107919192735 17.2434085478986 13.8023755186734 -0.321128394008875 0.0410204748161396 15.522892033286
628 chr20 52000000 53000000 chr20 62000000 63000000 16 18 10 0.169925001442312 15.7609816564944 18.27297349092 0.213354022935451 -0.0434290214931386 17.0169775737072
629 chr20 53000000 54000000 chr20 60000000 61000000 17 15 7 -0.180572245641821 16.8553484917443 15.1287290277563 -0.155915664885989 -0.0246565807558317 15.9920387597503
630 chr20 53000000 54000000 chr20 61000000 62000000 15 15 8 0 14.804312620005 15.1982740283367 0.0378899890344106 -0.0378899890344108 15.0012933241709
631 chr20 53000000 54000000 chr20 62000000 63000000 14 13 9 -0.106915203916512 14.2004540982695 12.8164915530539 -0.147935678732652 0.0410204748161396 13.5084728256617
632 chr20 54000000 55000000 chr20 61000000 62000000 14 18 7 0.362570079384708 13.8808752284953 18.1544748333075 0.38722666014054 -0.0246565807558317 16.0176750309014
633 chr20 54000000 55000000 chr20 62000000 63000000 13 15 8 0.206450877467426 12.830404270671 15.1982740283367 0.244340866501837 -0.0378899890344108 14.0143391495039
634 chr20 55000000 56000000 chr20 62000000 63000000 18 14 7 -0.362570079384708 17.846839579494 14.1201470925725 -0.337913498628876 -0.0246565807558317 15.9834933360332
635 chr20 0 1000000 chr20 14000000 15000000 15 15 14 0 14.5260920307342 15.4893690280873 0.0926317505195461 -0.0926317505195458 15.0077305294107
636 chr20 0 1000000 chr20 15000000 16000000 14 13 15 -0.106915203916512 13.6974252830731 13.2871686640927 -0.0438710176363727 -0.0630441862801392 13.4922969735829
637 chr20 1000000 2000000 chr20 12000000 13000000 14 12 11 -0.222392421336448 13.4659584097012 12.475903674184 -0.110172595218299 -0.112219826118149 12.9709310419426
638 chr20 1000000 2000000 chr20 13000000 14000000 14 14 12 0 13.4918002318646 14.5273422843226 0.106687929999034 -0.106687929999034 14.0095712580936
