chr region1 region2 IF
chr20 19000000 40000000 1
chr20 20000000 36000000 2
chr20 20000000 37000000 1
chr20 20000000 38000000 1
chr20 20000000 39000000 1
chr20 20000000 40000000 1
chr20 20000000 41000000 1
chr20 21000000 37000000 1
chr20 21000000 38000000 1
chr20 21000000 39000000 1
chr20 21000000 40000000 1
chr20 21000000 41000000 1
chr20 21000000 42000000 1
chr20 22000000 38000000 1
chr20 22000000 39000000 1
chr20 22000000 40000000 2
chr20 22000000 41000000 1
chr20 22000000 42000000 1
chr20 22000000 43000000 1
chr20 23000000 39000000 1
chr20 23000000 40000000 1
chr20 23000000 41000000 2
chr20 23000000 42000000 2
chr20 23000000 43000000 1
chr20 23000000 44000000 1
chr20 24000000 40000000 1
chr20 24000000 41000000 2
chr20 24000000 42000000 1
chr20 24000000 43000000 1
chr20 24000000 44000000 1
chr20 24000000 45000000 1
chr20 25000000 41000000 1
chr20 25000000 42000000 2
chr20 25000000 43000000 1
chr20 25000000 44000000 2
chr20 25000000 45000000 1
chr20 25000000 46000000 1
chr20 26000000 42000000 1
chr20 26000000 43000000 1
chr20 26000000 44000000 1
chr20 26000000 45000000 1
chr20 26000000 46000000 1
chr20 26000000 47000000 2
chr20 27000000 43000000 1
chr20 27000000 44000000 1
chr20 27000000 45000000 1
chr20 27000000 46000000 2
chr20 27000000 47000000 3
chr20 27000000 48000000 1
chr20 28000000 44000000 1
chr20 28000000 45000000 1
chr20 28000000 46000000 1
chr20 28000000 47000000 2
chr20 28000000 48000000 1
chr20 28000000 49000000 2
chr20 29000000 45000000 1
chr20 29000000 46000000 1
chr20 29000000 47000000 1
chr20 29000000 48000000 1
chr20 29000000 49000000 1
chr20 29000000 50000000 2
chr20 30000000 46000000 3
chr20 30000000 47000000 1
chr20 30000000 48000000 1
chr20 30000000 49000000 1
chr20 30000000 50000000 1
chr20 30000000 51000000 1
chr20 31000000 47000000 1
chr20 31000000 48000000 1
chr20 31000000 49000000 2
chr20 31000000 50000000 1
chr20 31000000 51000000 1
chr20 31000000 52000000 1
chr20 32000000 48000000 1
chr20 32000000 49000000 1
chr20 32000000 50000000 2
chr20 32000000 51000000 1
chr20 32000000 52000000 1
chr20 32000000 53000000 1
chr20 33000000 49000000 1
chr20 33000000 50000000 1
chr20 33000000 51000000 1
chr20 33000000 52000000 2
chr20 33000000 53000000 1
chr20 33000000 54000000 1
chr20 34000000 50000000 1
chr20 34000000 51000000 2
chr20 34000000 52000000 1
chr20 34000000 53000000 1
chr20 34000000 54000000 1
chr20 34000000 55000000 1
chr20 35000000 51000000 2
chr20 35000000 52000000 2
chr20 35000000 53000000 1
chr20 35000000 54000000 1
chr20 35000000 55000000 1
chr20 35000000 56000000 1
chr20 36000000 52000000 1
chr20 36000000 53000000 1
chr20 36000000 54000000 1
chr20 36000000 55000000 1
chr20 36000000 56000000 1
chr20 36000000 57000000 2
chr20 37000000 53000000 1
chr20 37000000 54000000 2
chr20 37000000 55000000 1
chr20 37000000 56000000 1
chr20 37000000 57000000 1
chr20 37000000 58000000 1
chr20 38000000 54000000 2
chr20 38000000 55000000 1
chr20 38000000 56000000 1
chr20 38000000 57000000 1
chr20 38000000 58000000 2
chr20 38000000 59000000 1
chr20 39000000 55000000 1
chr20 39000000 56000000 1
chr20 39000000 57000000 1
chr20 39000000 58000000 1
chr20 39000000 59000000 1
chr20 39000000 60000000 1
chr20 40000000 56000000 1
chr20 40000000 57000000 1
chr20 40000000 58000000 2
chr20 40000000 59000000 1
chr20 40000000 60000000 2
chr20 40000000 61000000 2
chr20 41000000 57000000 2
chr20 41000000 58000000 1
chr20 41000000 59000000 1
chr20 41000000 60000000 1
chr20 41000000 61000000 1
chr20 41000000 62000000 1
chr20 42000000 58000000 1
chr20 42000000 59000000 1
chr20 42000000 60000000 1
chr20 42000000 61000000 1
chr20 42000000 62000000 1
chr20 43000000 59000000 1
chr20 43000000 60000000 1
chr20 43000000 61000000 2
chr20 43000000 62000000 1
chr20 44000000 60000000 2
chr20 44000000 61000000 2
chr20 44000000 62000000 1
chr20 45000000 61000000 1
chr20 45000000 62000000 2
chr20 46000000 62000000 1
chr20 0 37000000 1
chr20 0 38000000 1
chr20 0 39000000 1
chr20 0 44000000 1
chr20 1000000 38000000 1
chr20 1000000 39000000 2
chr20 1000000 40000000 1
chr20 1000000 41000000 1
chr20 1000000 42000000 1
chr20 1000000 43000000 1
chr20 1000000 44000000 1
chr20 1000000 45000000 1
chr20 1000000 46000000 1
chr20 2000000 39000000 1
chr20 2000000 40000000 1
chr20 2000000 41000000 1
chr20 2000000 42000000 1
chr20 2000000 43000000 1
chr20 2000000 44000000 1
chr20 2000000 45000000 1
chr20 2000000 46000000 1
chr20 2000000 47000000 1
chr20 3000000 40000000 1
chr20 3000000 41000000 1
chr20 3000000 42000000 1
chr20 3000000 43000000 1
chr20 3000000 44000000 1
chr20 3000000 45000000 1
chr20 3000000 46000000 1
chr20 3000000 47000000 1
chr20 3000000 48000000 1
chr20 4000000 41000000 1
chr20 4000000 42000000 1
chr20 4000000 43000000 2
chr20 4000000 44000000 1
chr20 4000000 45000000 1
chr20 4000000 46000000 1
chr20 4000000 47000000 1
chr20 4000000 48000000 1
chr20 4000000 49000000 1
chr20 5000000 42000000 1
chr20 5000000 43000000 1
chr20 5000000 44000000 1
chr20 5000000 45000000 1
chr20 5000000 46000000 1
chr20 5000000 47000000 1
chr20 5000000 48000000 1
chr20 5000000 49000000 1
chr20 5000000 50000000 1
chr20 6000000 43000000 1
chr20 6000000 44000000 1
chr20 6000000 45000000 1
chr20 6000000 46000000 1
chr20 6000000 47000000 1
chr20 6000000 48000000 1
chr20 6000000 49000000 1
chr20 6000000 50000000 1
chr20 6000000 51000000 1
chr20 7000000 44000000 1
chr20 7000000 45000000 1
chr20 7000000 46000000 1
chr20 7000000 47000000 1
chr20 7000000 48000000 1
chr20 7000000 49000000 1
chr20 7000000 50000000 1
chr20 7000000 51000000 1
chr20 7000000 52000000 1
chr20 8000000 45000000 1
chr20 8000000 46000000 1
chr20 8000000 47000000 1
chr20 8000000 48000000 1
chr20 8000000 49000000 1
chr20 8000000 50000000 1
chr20 8000000 51000000 1
chr20 8000000 52000000 1
chr20 8000000 53000000 1
chr20 9000000 46000000 2
chr20 9000000 47000000 1
chr20 9000000 48000000 1
chr20 9000000 49000000 1
chr20 9000000 50000000 1
chr20 9000000 51000000 1
chr20 9000000 52000000 1
chr20 9000000 53000000 1
chr20 9000000 54000000 1
chr20 10000000 47000000 1
chr20 10000000 48000000 1
chr20 10000000 49000000 1
chr20 10000000 50000000 1
chr20 10000000 51000000 1
chr20 10000000 52000000 1
chr20 10000000 53000000 1
chr20 10000000 54000000 1
chr20 10000000 55000000 1
chr20 11000000 48000000 1
chr20 11000000 49000000 1
chr20 11000000 50000000 1
chr20 11000000 51000000 1
chr20 11000000 52000000 1
chr20 11000000 53000000 1
chr20 11000000 54000000 1
chr20 11000000 55000000 2
chr20 11000000 56000000 1
chr20 12000000 49000000 1
chr20 12000000 50000000 1
chr20 12000000 51000000 1
chr20 12000000 52000000 1
chr20 12000000 53000000 1
chr20 12000000 54000000 1
chr20 12000000 55000000 1
chr20 12000000 56000000 1
chr20 12000000 57000000 1
chr20 13000000 50000000 1
chr20 13000000 51000000 1
chr20 13000000 52000000 1
chr20 13000000 53000000 1
chr20 13000000 54000000 1
chr20 13000000 55000000 1
chr20 13000000 56000000 1
chr20 13000000 57000000 1
chr20 13000000 58000000 1
chr20 14000000 51000000 1
chr20 14000000 52000000 1
chr20 14000000 53000000 1
chr20 14000000 54000000 1
chr20 14000000 55000000 1
chr20 14000000 56000000 1
chr20 14000000 57000000 1
chr20 14000000 58000000 1
chr20 14000000 59000000 1
chr20 15000000 52000000 1
chr20 15000000 53000000 1
chr20 15000000 54000000 1
chr20 15000000 55000000 1
chr20 15000000 56000000 1
chr20 15000000 57000000 1
chr20 15000000 58000000 1
chr20 15000000 59000000 1
chr20 15000000 60000000 1
chr20 16000000 53000000 1
chr20 16000000 54000000 1
chr20 16000000 55000000 1
chr20 16000000 56000000 1
chr20 16000000 57000000 1
chr20 16000000 58000000 1
chr20 16000000 59000000 1
chr20 16000000 60000000 1
chr20 16000000 61000000 1
chr20 17000000 54000000 1
chr20 17000000 55000000 1
chr20 17000000 56000000 1
chr20 17000000 57000000 1
chr20 17000000 58000000 1
chr20 17000000 59000000 1
chr20 17000000 60000000 1
chr20 17000000 61000000 1
chr20 17000000 62000000 1
chr20 18000000 55000000 1
chr20 18000000 56000000 1
chr20 18000000 57000000 1
chr20 18000000 58000000 1
chr20 18000000 59000000 1
chr20 18000000 60000000 1
chr20 18000000 61000000 1
chr20 18000000 62000000 1
chr20 19000000 56000000 1
chr20 19000000 57000000 2
chr20 19000000 58000000 1
chr20 19000000 59000000 1
chr20 19000000 60000000 1
chr20 19000000 61000000 1
chr20 19000000 62000000 1
chr20 20000000 57000000 1
chr20 20000000 58000000 1
chr20 20000000 59000000 1
chr20 20000000 60000000 1
chr20 20000000 61000000 1
chr20 20000000 62000000 1
chr20 21000000 58000000 1
chr20 21000000 59000000 1
chr20 21000000 60000000 1
chr20 21000000 61000000 1
chr20 21000000 62000000 1
chr20 22000000 59000000 1
chr20 22000000 60000000 1
chr20 22000000 61000000 1
chr20 22000000 62000000 1
chr20 23000000 60000000 1
chr20 23000000 61000000 1
chr20 23000000 62000000 1
chr20 24000000 61000000 1
chr20 24000000 62000000 1
chr20 25000000 62000000 1
chr20 0 51000000 1
chr20 0 54000000 2
chr20 0 55000000 3
chr20 1000000 47000000 2
chr20 1000000 48000000 1
chr20 1000000 49000000 2
chr20 1000000 50000000 1
chr20 1000000 51000000 2
chr20 1000000 52000000 1
chr20 1000000 53000000 2
chr20 1000000 54000000 1
chr20 1000000 55000000 2
chr20 1000000 56000000 1
chr20 2000000 48000000 1
chr20 2000000 49000000 1
chr20 2000000 50000000 2
chr20 2000000 51000000 1
chr20 2000000 52000000 2
chr20 2000000 53000000 1
chr20 2000000 54000000 2
chr20 2000000 55000000 1
chr20 2000000 56000000 2
chr20 2000000 57000000 2
chr20 3000000 49000000 1
chr20 3000000 50000000 2
chr20 3000000 51000000 1
chr20 3000000 52000000 1
chr20 3000000 53000000 1
chr20 3000000 54000000 2
chr20 3000000 55000000 2
chr20 3000000 56000000 2
chr20 3000000 57000000 2
chr20 3000000 58000000 1
chr20 4000000 50000000 2
chr20 4000000 51000000 2
chr20 4000000 52000000 1
chr20 4000000 53000000 1
chr20 4000000 54000000 2
chr20 4000000 55000000 2
chr20 4000000 56000000 1
chr20 4000000 57000000 1
chr20 4000000 58000000 2
chr20 4000000 59000000 2
chr20 5000000 51000000 2
chr20 5000000 52000000 2
chr20 5000000 53000000 2
chr20 5000000 54000000 1
chr20 5000000 55000000 3
chr20 5000000 56000000 1
chr20 5000000 57000000 1
chr20 5000000 58000000 2
chr20 5000000 59000000 2
chr20 5000000 60000000 2
chr20 6000000 52000000 2
chr20 6000000 53000000 2
chr20 6000000 54000000 2
chr20 6000000 55000000 2
chr20 6000000 56000000 1
chr20 6000000 57000000 2
chr20 6000000 58000000 2
chr20 6000000 59000000 2
chr20 6000000 60000000 2
chr20 6000000 61000000 2
chr20 7000000 53000000 1
chr20 7000000 54000000 2
chr20 7000000 55000000 1
chr20 7000000 56000000 2
chr20 7000000 57000000 2
chr20 7000000 58000000 2
chr20 7000000 59000000 1
chr20 7000000 60000000 2
chr20 7000000 61000000 1
chr20 7000000 62000000 2
chr20 8000000 54000000 2
chr20 8000000 55000000 2
chr20 8000000 56000000 2
chr20 8000000 57000000 1
chr20 8000000 58000000 1
chr20 8000000 59000000 2
chr20 8000000 60000000 1
chr20 8000000 61000000 1
chr20 8000000 62000000 1
chr20 9000000 55000000 1
chr20 9000000 56000000 2
chr20 9000000 57000000 1
chr20 9000000 58000000 2
chr20 9000000 59000000 2
chr20 9000000 60000000 1
chr20 9000000 61000000 1
chr20 9000000 62000000 2
chr20 10000000 56000000 1
chr20 10000000 57000000 2
chr20 10000000 58000000 1
chr20 10000000 59000000 1
chr20 10000000 60000000 2
chr20 10000000 61000000 2
chr20 10000000 62000000 2
chr20 11000000 57000000 2
chr20 11000000 58000000 1
chr20 11000000 59000000 1
chr20 11000000 60000000 2
chr20 11000000 61000000 2
chr20 11000000 62000000 1
chr20 12000000 58000000 2
chr20 12000000 59000000 2
chr20 12000000 60000000 2
chr20 12000000 61000000 2
chr20 12000000 62000000 1
chr20 13000000 59000000 2
chr20 13000000 60000000 2
chr20 13000000 61000000 1
chr20 13000000 62000000 2
chr20 14000000 60000000 1
chr20 14000000 61000000 1
chr20 14000000 62000000 1
chr20 15000000 61000000 1
chr20 15000000 62000000 1
chr20 16000000 62000000 1
chr20 0 56000000 1
chr20 0 57000000 1
chr20 0 58000000 1
chr20 0 59000000 1
chr20 0 60000000 1
chr20 1000000 57000000 1
chr20 1000000 58000000 1
chr20 1000000 59000000 1
chr20 1000000 60000000 1
chr20 1000000 61000000 1
chr20 1000000 62000000 1
chr20 2000000 58000000 1
chr20 2000000 59000000 1
chr20 2000000 60000000 1
chr20 2000000 61000000 2
chr20 2000000 62000000 1
chr20 3000000 59000000 1
chr20 3000000 60000000 2
chr20 3000000 61000000 1
chr20 3000000 62000000 1
chr20 4000000 60000000 1
chr20 4000000 61000000 1
chr20 4000000 62000000 1
chr20 5000000 61000000 1
chr20 5000000 62000000 1
chr20 6000000 62000000 1
chr20 0 22000000 1
chr20 0 23000000 1
chr20 1000000 23000000 1
chr20 1000000 24000000 1
chr20 1000000 25000000 1
chr20 1000000 26000000 1
chr20 1000000 27000000 1
chr20 1000000 28000000 1
chr20 1000000 29000000 1
chr20 2000000 24000000 1
chr20 2000000 25000000 1
chr20 2000000 26000000 1
chr20 2000000 27000000 1
chr20 2000000 28000000 1
chr20 2000000 29000000 1
chr20 2000000 30000000 1
chr20 3000000 25000000 1
chr20 3000000 26000000 1
chr20 3000000 27000000 1
chr20 3000000 28000000 1
chr20 3000000 29000000 1
chr20 3000000 30000000 1
chr20 3000000 31000000 1
chr20 4000000 26000000 1
chr20 4000000 27000000 1
chr20 4000000 28000000 1
chr20 4000000 29000000 1
chr20 4000000 30000000 1
chr20 4000000 31000000 1
chr20 4000000 32000000 1
chr20 5000000 27000000 1
chr20 5000000 28000000 1
chr20 5000000 29000000 1
chr20 5000000 30000000 1
chr20 5000000 31000000 1
chr20 5000000 32000000 1
chr20 5000000 33000000 1
chr20 6000000 28000000 1
chr20 6000000 29000000 1
chr20 6000000 30000000 1
chr20 6000000 31000000 1
chr20 6000000 32000000 1
chr20 6000000 33000000 1
chr20 6000000 34000000 1
chr20 7000000 29000000 1
chr20 7000000 30000000 1
chr20 7000000 31000000 1
chr20 7000000 32000000 1
chr20 7000000 33000000 1
chr20 7000000 34000000 1
chr20 7000000 35000000 1
chr20 8000000 30000000 1
chr20 8000000 31000000 1
chr20 8000000 32000000 1
chr20 8000000 33000000 1
chr20 8000000 34000000 1
chr20 8000000 35000000 1
chr20 8000000 36000000 1
chr20 9000000 31000000 1
chr20 9000000 32000000 1
chr20 9000000 33000000 1
chr20 9000000 34000000 1
chr20 9000000 35000000 1
chr20 9000000 36000000 1
chr20 9000000 37000000 1
chr20 10000000 32000000 1
chr20 10000000 33000000 1
chr20 10000000 34000000 1
chr20 10000000 35000000 1
chr20 10000000 36000000 1
chr20 10000000 37000000 1
chr20 10000000 38000000 1
chr20 11000000 33000000 1
chr20 11000000 34000000 1
chr20 11000000 35000000 1
chr20 11000000 36000000 1
chr20 11000000 37000000 1
chr20 11000000 38000000 1
chr20 11000000 39000000 1
chr20 12000000 34000000 1
chr20 12000000 35000000 1
chr20 12000000 36000000 1
chr20 12000000 37000000 1
chr20 12000000 38000000 1
chr20 12000000 39000000 1
chr20 12000000 40000000 1
chr20 13000000 35000000 1
chr20 13000000 36000000 1
chr20 13000000 37000000 1
chr20 13000000 38000000 1
chr20 13000000 39000000 1
chr20 13000000 40000000 1
chr20 13000000 41000000 1
chr20 14000000 36000000 1
chr20 14000000 37000000 1
chr20 14000000 38000000 1
chr20 14000000 39000000 1
chr20 14000000 40000000 1
chr20 14000000 41000000 1
chr20 14000000 42000000 1
chr20 15000000 37000000 1
chr20 15000000 38000000 1
chr20 15000000 39000000 1
chr20 15000000 40000000 1
chr20 15000000 41000000 1
chr20 15000000 42000000 1
chr20 15000000 43000000 1
chr20 16000000 38000000 1
chr20 16000000 39000000 1
chr20 16000000 40000000 1
chr20 16000000 41000000 1
chr20 16000000 42000000 1
chr20 16000000 43000000 1
chr20 16000000 44000000 1
chr20 17000000 39000000 1
chr20 17000000 40000000 1
chr20 17000000 41000000 1
chr20 17000000 42000000 1
chr20 17000000 43000000 1
chr20 17000000 44000000 1
chr20 17000000 45000000 1
chr20 18000000 40000000 1
chr20 18000000 41000000 1
chr20 18000000 42000000 1
chr20 18000000 43000000 1
chr20 18000000 44000000 1
chr20 18000000 45000000 1
chr20 18000000 46000000 1
chr20 19000000 41000000 1
chr20 19000000 42000000 1
chr20 19000000 43000000 1
chr20 19000000 44000000 1
chr20 19000000 45000000 1
chr20 19000000 46000000 1
chr20 19000000 47000000 1
chr20 20000000 42000000 1
chr20 20000000 43000000 1
chr20 20000000 44000000 1
chr20 20000000 45000000 1
chr20 20000000 46000000 1
chr20 20000000 47000000 1
chr20 20000000 48000000 1
chr20 21000000 43000000 1
chr20 21000000 44000000 1
chr20 21000000 45000000 1
chr20 21000000 46000000 1
chr20 21000000 47000000 1
chr20 21000000 48000000 1
chr20 21000000 49000000 1
chr20 22000000 44000000 1
chr20 22000000 45000000 1
chr20 22000000 46000000 1
chr20 22000000 47000000 1
chr20 22000000 48000000 1
chr20 22000000 49000000 1
chr20 22000000 50000000 1
chr20 23000000 45000000 1
chr20 23000000 46000000 1
chr20 23000000 47000000 1
chr20 23000000 48000000 1
chr20 23000000 49000000 1
chr20 23000000 50000000 1
chr20 23000000 51000000 1
chr20 24000000 46000000 1
chr20 24000000 47000000 1
chr20 24000000 48000000 1
chr20 24000000 49000000 1
chr20 24000000 50000000 1
chr20 24000000 51000000 1
chr20 24000000 52000000 1
chr20 25000000 47000000 1
chr20 25000000 48000000 1
chr20 25000000 49000000 1
chr20 25000000 50000000 1
chr20 25000000 51000000 1
chr20 25000000 52000000 1
chr20 25000000 53000000 1
chr20 26000000 48000000 1
chr20 26000000 49000000 1
chr20 26000000 50000000 1
chr20 26000000 51000000 1
chr20 26000000 52000000 1
chr20 26000000 53000000 1
chr20 26000000 54000000 1
chr20 27000000 49000000 1
chr20 27000000 50000000 1
chr20 27000000 51000000 1
chr20 27000000 52000000 1
chr20 27000000 53000000 1
chr20 27000000 54000000 1
chr20 27000000 55000000 1
chr20 28000000 50000000 1
chr20 28000000 51000000 1
chr20 28000000 52000000 1
chr20 28000000 53000000 1
chr20 28000000 54000000 1
chr20 28000000 55000000 1
chr20 28000000 56000000 1
chr20 29000000 51000000 1
chr20 29000000 52000000 1
chr20 29000000 53000000 1
chr20 29000000 54000000 1
chr20 29000000 55000000 1
chr20 29000000 56000000 1
chr20 29000000 57000000 1
chr20 30000000 52000000 1
chr20 30000000 53000000 1
chr20 30000000 54000000 1
chr20 30000000 55000000 1
chr20 30000000 56000000 1
chr20 30000000 57000000 1
chr20 30000000 58000000 1
chr20 31000000 53000000 1
chr20 31000000 54000000 1
chr20 31000000 55000000 1
chr20 31000000 56000000 1
chr20 31000000 57000000 1
chr20 31000000 58000000 1
chr20 31000000 59000000 1
chr20 32000000 54000000 1
chr20 32000000 55000000 1
chr20 32000000 56000000 1
chr20 32000000 57000000 1
chr20 32000000 58000000 1
chr20 32000000 59000000 1
chr20 32000000 60000000 1
chr20 33000000 55000000 1
chr20 33000000 56000000 1
chr20 33000000 57000000 1
chr20 33000000 58000000 1
chr20 33000000 59000000 1
chr20 33000000 60000000 1
chr20 33000000 61000000 1
chr20 34000000 56000000 1
chr20 34000000 57000000 1
chr20 34000000 58000000 1
chr20 34000000 59000000 1
chr20 34000000 60000000 1
chr20 34000000 61000000 1
chr20 34000000 62000000 1
chr20 35000000 57000000 1
chr20 35000000 58000000 1
chr20 35000000 59000000 1
chr20 35000000 60000000 1
chr20 35000000 61000000 1
chr20 35000000 62000000 1
chr20 36000000 58000000 1
chr20 36000000 59000000 1
chr20 36000000 60000000 1
chr20 36000000 61000000 1
chr20 36000000 62000000 1
chr20 37000000 59000000 1
chr20 37000000 60000000 1
chr20 37000000 61000000 1
chr20 37000000 62000000 1
chr20 38000000 60000000 1
chr20 38000000 61000000 1
chr20 38000000 62000000 1
chr20 39000000 61000000 1
chr20 39000000 62000000 1
chr20 40000000 62000000 1
chr20 0 30000000 1
chr20 0 36000000 1
chr20 1000000 30000000 1
chr20 1000000 31000000 1
chr20 1000000 32000000 1
chr20 1000000 33000000 1
chr20 1000000 34000000 1
chr20 1000000 35000000 1
chr20 1000000 36000000 1
chr20 1000000 37000000 1
chr20 2000000 31000000 1
chr20 2000000 32000000 1
chr20 2000000 33000000 1
chr20 2000000 34000000 1
chr20 2000000 35000000 1
chr20 2000000 36000000 1
chr20 2000000 37000000 1
chr20 2000000 38000000 1
chr20 3000000 32000000 1
chr20 3000000 33000000 1
chr20 3000000 34000000 1
chr20 3000000 35000000 1
chr20 3000000 36000000 1
chr20 3000000 37000000 1
chr20 3000000 38000000 1
chr20 3000000 39000000 1
chr20 4000000 33000000 1
chr20 4000000 34000000 1
chr20 4000000 35000000 1
chr20 4000000 36000000 1
chr20 4000000 37000000 1
chr20 4000000 38000000 1
chr20 4000000 39000000 1
chr20 4000000 40000000 1
chr20 5000000 34000000 1
chr20 5000000 35000000 1
chr20 5000000 36000000 1
chr20 5000000 37000000 1
chr20 5000000 38000000 1
chr20 5000000 39000000 1
chr20 5000000 40000000 1
chr20 5000000 41000000 1
chr20 6000000 35000000 1
chr20 6000000 36000000 1
chr20 6000000 37000000 1
chr20 6000000 38000000 1
chr20 6000000 39000000 1
chr20 6000000 40000000 1
chr20 6000000 41000000 1
chr20 6000000 42000000 1
chr20 7000000 36000000 1
chr20 7000000 37000000 1
chr20 7000000 38000000 1
chr20 7000000 39000000 1
chr20 7000000 40000000 1
chr20 7000000 41000000 1
chr20 7000000 42000000 1
chr20 7000000 43000000 1
chr20 8000000 37000000 1
chr20 8000000 38000000 1
chr20 8000000 39000000 1
chr20 8000000 40000000 1
chr20 8000000 41000000 1
chr20 8000000 42000000 1
chr20 8000000 43000000 1
chr20 8000000 44000000 1
chr20 9000000 38000000 1
chr20 9000000 39000000 1
chr20 9000000 40000000 1
chr20 9000000 41000000 1
chr20 9000000 42000000 1
chr20 9000000 43000000 1
chr20 9000000 44000000 1
chr20 9000000 45000000 1
chr20 10000000 39000000 1
chr20 10000000 40000000 1
chr20 10000000 41000000 1
chr20 10000000 42000000 1
chr20 10000000 43000000 1
chr20 10000000 44000000 1
chr20 10000000 45000000 1
chr20 10000000 46000000 1
chr20 11000000 40000000 2
chr20 11000000 41000000 1
chr20 11000000 42000000 1
chr20 11000000 43000000 1
chr20 11000000 44000000 1
chr20 11000000 45000000 1
chr20 11000000 46000000 1
chr20 11000000 47000000 1
chr20 12000000 41000000 1
chr20 12000000 42000000 1
chr20 12000000 43000000 1
chr20 12000000 44000000 1
chr20 12000000 45000000 1
chr20 12000000 46000000 1
chr20 12000000 47000000 1
chr20 12000000 48000000 1
chr20 13000000 42000000 1
chr20 13000000 43000000 1
chr20 13000000 44000000 1
chr20 13000000 45000000 1
chr20 13000000 46000000 1
chr20 13000000 47000000 1
chr20 13000000 48000000 1
chr20 13000000 49000000 1
chr20 14000000 43000000 1
chr20 14000000 44000000 1
chr20 14000000 45000000 1
chr20 14000000 46000000 1
chr20 14000000 47000000 1
chr20 14000000 48000000 1
chr20 14000000 49000000 1
chr20 14000000 50000000 1
chr20 15000000 44000000 1
chr20 15000000 45000000 1
chr20 15000000 46000000 1
chr20 15000000 47000000 1
chr20 15000000 48000000 1
chr20 15000000 49000000 1
chr20 15000000 50000000 1
chr20 15000000 51000000 1
chr20 16000000 45000000 1
chr20 16000000 46000000 1
chr20 16000000 47000000 1
chr20 16000000 48000000 1
chr20 16000000 49000000 1
chr20 16000000 50000000 1
chr20 16000000 51000000 1
chr20 16000000 52000000 1
chr20 17000000 46000000 1
chr20 17000000 47000000 1
chr20 17000000 48000000 1
chr20 17000000 49000000 1
chr20 17000000 50000000 1
chr20 17000000 51000000 1
chr20 17000000 52000000 1
chr20 17000000 53000000 1
chr20 18000000 47000000 1
chr20 18000000 48000000 1
chr20 18000000 49000000 1
chr20 18000000 50000000 1
chr20 18000000 51000000 1
chr20 18000000 52000000 1
chr20 18000000 53000000 1
chr20 18000000 54000000 1
chr20 19000000 48000000 1
chr20 19000000 49000000 1
chr20 19000000 50000000 1
chr20 19000000 51000000 1
chr20 19000000 52000000 1
chr20 19000000 53000000 1
chr20 19000000 54000000 1
chr20 19000000 55000000 1
chr20 20000000 49000000 1
chr20 20000000 50000000 1
chr20 20000000 51000000 1
chr20 20000000 52000000 1
chr20 20000000 53000000 1
chr20 20000000 54000000 1
chr20 20000000 55000000 1
chr20 20000000 56000000 1
chr20 21000000 50000000 1
chr20 21000000 51000000 1
chr20 21000000 52000000 1
chr20 21000000 53000000 1
chr20 21000000 54000000 1
chr20 21000000 55000000 1
chr20 21000000 56000000 1
chr20 21000000 57000000 1
chr20 22000000 51000000 1
chr20 22000000 52000000 1
chr20 22000000 53000000 1
chr20 22000000 54000000 1
chr20 22000000 55000000 1
chr20 22000000 56000000 1
chr20 22000000 57000000 1
chr20 22000000 58000000 1
chr20 23000000 52000000 1
chr20 23000000 53000000 1
chr20 23000000 54000000 1
chr20 23000000 55000000 1
chr20 23000000 56000000 1
chr20 23000000 57000000 1
chr20 23000000 58000000 1
chr20 23000000 59000000 1
chr20 24000000 53000000 1
chr20 24000000 54000000 1
chr20 24000000 55000000 1
chr20 24000000 56000000 1
chr20 24000000 57000000 1
chr20 24000000 58000000 1
chr20 24000000 59000000 1
chr20 24000000 60000000 1
chr20 25000000 54000000 1
chr20 25000000 55000000 1
chr20 25000000 56000000 1
chr20 25000000 57000000 1
chr20 25000000 58000000 1
chr20 25000000 59000000 1
chr20 25000000 60000000 1
chr20 25000000 61000000 1
chr20 26000000 55000000 1
chr20 26000000 56000000 1
chr20 26000000 57000000 1
chr20 26000000 58000000 1
chr20 26000000 59000000 1
chr20 26000000 60000000 1
chr20 26000000 61000000 1
chr20 26000000 62000000 1
chr20 27000000 56000000 1
chr20 27000000 57000000 1
chr20 27000000 58000000 1
chr20 27000000 59000000 1
chr20 27000000 60000000 1
chr20 27000000 61000000 1
chr20 27000000 62000000 1
chr20 28000000 57000000 1
chr20 28000000 58000000 1
chr20 28000000 59000000 1
chr20 28000000 60000000 1
chr20 28000000 61000000 1
chr20 28000000 62000000 1
chr20 29000000 58000000 1
chr20 29000000 59000000 1
chr20 29000000 60000000 1
chr20 29000000 61000000 1
chr20 29000000 62000000 1
chr20 30000000 59000000 1
chr20 30000000 60000000 1
chr20 30000000 61000000 1
chr20 30000000 62000000 1
chr20 31000000 60000000 1
chr20 31000000 61000000 1
chr20 31000000 62000000 1
chr20 32000000 61000000 1
chr20 32000000 62000000 1
chr20 33000000 62000000 1
